Chr	Start	End	Hela_RNaseR-minus_pairs_Chimeric.out.junction
chr20	4883088	4893624	1
chr20	5086834	5090091	4
chr20	5154169	5159602	1
chr20	5157294	5159602	1
chr20	5545663	5550885	1
chr20	5564927	5585086	1
chr20	5921889	5924677	1
chr20	5939174	5944005	2
chr20	5963616	5968004	1
chr20	6011931	6012726	3
chr20	7976673	7990962	1
chr20	9400454	9424890	2
chr20	10536879	10541468	4
chr20	13509080	13561628	1
chr20	13509093	13610799	1
chr20	13539655	13568017	2
chr20	13550154	13561628	2
chr20	13550154	13568017	1
chr20	13561544	13612252	1
chr20	13604093	13610799	1
chr20	16407749	16410627	1
chr20	16472871	16509085	1
chr20	16492063	16509085	1
chr20	16506737	16509085	7
chr20	17928130	17929620	1
chr20	17933231	17934761	2
chr20	17933231	17934867	1
chr20	17933231	17936119	2
chr20	17934640	17936119	1
chr20	18278629	18287037	1
chr20	18491466	18496380	1
chr20	18496294	18505313	1
chr20	21306917	21309308	1
chr20	21306917	21319726	1
chr20	21306917	21349228	1
chr20	21307128	21314632	1
chr20	21309252	21309308	1
chr20	21311119	21314823	1
chr20	21314716	21321490	2
chr20	21319682	21324846	2
chr20	21325492	21336815	1
chr20	21346059	21349228	6
chr20	23370583	23383709	10
chr20	24949528	24954373	1
chr20	25394426	25398831	1
chr20	25394426	25405963	1
chr20	25397740	25405963	1
chr20	30252759	30252794	1
chr20	30370052	30385318	3
chr20	30380538	30382351	1
chr20	30380538	30386355	1
chr20	30723877	30734658	1
chr20	30797874	30804524	1
chr20	30904021	30904677	3
chr20	30954187	30956926	102
chr20	30954187	31016225	1
chr20	31024653	31024928	1
chr20	31383215	31388104	1
chr20	31413731	31427662	1
chr20	31954665	31958435	1
chr20	32112406	32162067	1
chr20	32194762	32199141	1
chr20	32194762	32207412	1
chr20	32207323	32211102	4
chr20	32207323	32224514	1
chr20	32224446	32228337	3
chr20	32264911	32267780	1
chr20	32265232	32267780	1
chr20	32265232	32268222	1
chr20	32267561	32268222	2
chr20	32617575	32619410	1
chr20	32659872	32666359	2
chr20	32878138	32881962	1
chr20	33067435	33069011	1
chr20	33068871	33092208	1
chr20	33077071	33080402	1
chr20	33077071	33092208	1
chr20	33302394	33303169	2
chr20	33315063	33324562	3
chr20	33324494	33326736	1
chr20	33364096	33380366	2
chr20	33369924	33380366	1
chr20	33632308	33645374	3
chr20	33657099	33665977	2
chr20	33711693	33714178	1
chr20	33902491	33981999	1
chr20	33954360	33971936	2
chr20	34095567	34097883	1
chr20	34099192	34099895	1
chr20	34300941	34302311	1
chr20	34304662	34313077	8
chr20	34304662	34320057	2
chr20	34309662	34313077	2
chr20	34309662	34320057	7
chr20	34309662	34330035	1
chr20	34312492	34313077	5
chr20	34312492	34320057	1
chr20	34317234	34320057	24
chr20	34319863	34320057	1
chr20	34319863	34330035	2
chr20	34326890	34328809	1
chr20	34389413	34389527	1
chr20	34430495	34430666	1
chr20	34430495	34435356	1
chr20	34446224	34451322	2
chr20	34698619	34700402	1
chr20	34761686	34800298	1
chr20	34763473	34766594	1
chr20	34806798	34807766	1
chr20	34827743	34828547	1
chr20	34827743	34832848	1
chr20	34832619	34832848	1
chr20	35310921	35317187	2
chr20	35315895	35317187	3
chr20	35380281	35381300	1
chr20	35433138	35434360	1
chr20	35457457	35467844	2
chr20	35661068	35675593	1
chr20	35668556	35675593	1
chr20	35683960	35696589	2
chr20	35684549	35693876	4
chr20	35689506	35693876	1
chr20	35689506	35696589	2
chr20	35693827	35696589	1
chr20	35695127	35696589	7
chr20	35696389	35696589	1
chr20	35696389	35724392	2
chr20	35812583	35812776	2
chr20	35832288	35838568	3
chr20	35835676	35838568	1
chr20	36468504	36488746	1
chr20	36685934	36694658	17
chr20	36685940	36694658	2
chr20	36694205	36694658	1
chr20	37108542	37137851	1
chr20	37117046	37121775	1
chr20	37117046	37137851	1
chr20	37179714	37198639	2
chr20	37612342	37623523	7
chr20	40040784	40045989	1
chr20	40111949	40122584	1
chr20	40141485	40143591	1
chr20	40141485	40162209	2
chr20	42091143	42091217	1
chr20	42161982	42169455	1
chr20	42302446	42333998	1
chr20	42315492	42320959	1
chr20	42331130	42333998	2
chr20	43108625	43118752	1
chr20	43132456	43138669	1
chr20	43132456	43142681	1
chr20	43211226	43218507	4
chr20	43530172	43534737	2
chr20	43535503	43535801	1
chr20	43607084	43615937	5
chr20	43610470	43615937	1
chr20	43623731	43629994	4
chr20	44049168	44058310	1
chr20	44444180	44444552	5
chr20	44477089	44483931	1
chr20	45920540	45923523	1
chr20	46365447	46386207	1
chr20	47557736	47580435	1
chr20	47557736	47607735	2
chr20	47567860	47570327	2
chr20	47570093	47580435	3
chr20	47570093	47585814	1
chr20	47570093	47585868	1
chr20	47580367	47592736	1
chr20	47674990	47679881	2
chr20	47674990	47682830	1
chr20	47674990	47683817	1
chr20	47682729	47683817	1
chr20	47682729	47692057	1
chr20	47682729	47695159	1
chr20	47685252	47686834	2
chr20	47688823	47689234	5
chr20	47688823	47707559	1
chr20	47691322	47706283	1
chr20	47691322	47708664	1
chr20	47691322	47707559	3
chr20	47691322	47693601	1
chr20	47691855	47695159	1
chr20	47693517	47707559	1
chr20	47700563	47705934	2
chr20	47704546	47706283	1
chr20	47704546	47707559	4
chr20	47708583	47711500	3
chr20	47752370	47790806	1
chr20	47768119	47790806	4
chr20	47779365	47779417	1
chr20	47871032	47880020	1
chr20	47882672	47892424	1
chr20	47886479	47888287	3
chr20	48253878	48273239	2
chr20	48257015	48273239	1
chr20	48471975	48481381	1
chr20	48524692	48525129	1
chr20	49518554	49520538	3
chr20	50234029	50245611	1
chr20	50255882	50307358	1
chr20	50286536	50307358	1
chr20	50290692	50292747	1
chr20	50290692	50307358	2
chr20	54956489	54959380	13
chr20	54956489	54961589	5
chr20	54958041	54961466	1
chr20	55929088	55931594	1
chr20	56846419	56847931	5
chr20	56918774	56934791	1
chr20	57014001	57016139	10
chr20	57470667	57485456	1
chr20	57484405	57485136	1
chr20	57485407	57485456	1
chr20	57608532	57609112	1
chr20	58440443	58471583	1
chr20	58440443	58476865	1
chr20	58440443	58497514	1
chr20	58442766	58494237	2
chr20	58442766	58495542	1
chr20	58490220	58507209	1
chr20	58517253	58517567	1
chr20	60572606	60589763	1
chr20	60701360	60706562	1
chr20	60772908	60774313	1
chr20	60887229	60888066	1
chr20	60920874	60922084	1
chr20	61485368	61488990	1
chr20	61485368	61490878	1
chr20	61485368	61491608	3
chr20	61485368	61491660	31
chr20	61488747	61488990	2
chr20	61488747	61490878	3
chr20	61488747	61491608	1
chr20	61537239	61545758	1
chr20	61833639	61835159	1
chr20	62378171	62378510	1
chr20	62407031	62422143	51
chr20	62421174	62422143	5
chr20	62500649	62507228	1
chr20	62514072	62520591	1
chr20	62559688	62562535	1
chr20	62559688	62562375	10
chr21	16386665	16415895	9
chr21	17135210	17138460	69
chr21	17135210	17150346	5
chr21	17135210	17163983	2
chr21	17135210	17172162	2
chr21	17150223	17214859	1
chr21	17163821	17172162	3
chr21	17163821	17214859	1
chr21	17172076	17214859	1
chr21	17177440	17214859	1
chr21	17205667	17214859	17
chr21	17236587	17242466	1
chr21	17236587	17246845	1
chr21	17755480	17764005	1
chr21	18931294	18937929	1
chr21	18933020	18937929	1
chr21	27113872	27124613	1
chr21	27113884	27124545	1
chr21	27326904	27328069	1
chr21	27347383	27354790	1
chr21	27347383	27374847	1
chr21	30303477	30304986	1
chr21	30313542	30353621	2
chr21	30400194	30409784	1
chr21	30434449	30434736	1
chr21	30677525	30702014	2
chr21	30693542	30693835	2
chr21	30693542	30702014	35
chr21	30693601	30702014	2
chr21	30693652	30702014	1
chr21	30698380	30702014	3
chr21	30715157	30715385	1
chr21	33073308	33078670	1
chr21	33296780	33312532	1
chr21	33296780	33318483	1
chr21	33296780	33355922	1
chr21	33688777	33705728	1
chr21	33750754	33756773	1
chr21	33755731	33757993	1
chr21	34022494	34025676	3
chr21	34066538	34067592	1
chr21	34115989	34127664	1
chr21	34136707	34136784	1
chr21	34713305	34717666	1
chr21	34717552	34721849	1
chr21	34783142	34793992	2
chr21	34783147	34793992	1
chr21	34793787	34793992	2
chr21	34876719	34878009	1
chr21	34906885	34911629	1
chr21	34906885	34911662	3
chr21	34906885	34907626	2
chr21	36206707	36231875	4
chr21	36231771	36259770	2
chr21	37581013	37584395	1
chr21	37619815	37620866	1
chr21	37705944	37717329	1
chr21	37705944	37721706	1
chr21	37711077	37717005	9
chr21	37711077	37717329	2
chr21	37711149	37729022	1
chr21	37775056	37783902	2
chr21	38081468	38103452	1
chr21	38459547	38466390	1
chr21	38459547	38468943	4
chr21	38460524	38463695	1
chr21	38480692	38524329	1
chr21	38480692	38545046	1
chr21	38480692	38520947	3
chr21	38480692	38519903	1
chr21	38480692	38501363	2
chr21	38480692	38498443	1
chr21	38519781	38520947	1
chr21	38792601	38884270	1
chr21	38792601	38794168	17
chr21	38792601	38798083	8
chr21	38792601	38802702	17
chr21	38792601	38828610	3
chr21	38792601	38845182	36
chr21	38792601	38858916	1
chr21	38792601	38868560	1
chr21	38792601	38878526	1
chr21	38792601	38884349	1
chr21	38844986	38853128	1
chr21	38858769	38868560	1
chr21	39946997	39956869	1
chr21	40578034	40584633	9
chr21	40582792	40587288	1
chr21	40596334	40601362	1
chr21	40600426	40601362	21
chr21	40619627	40630598	9
chr21	40619627	40649277	1
chr21	40630413	40646398	3
chr21	40636386	40646398	1
chr21	40641825	40642359	2
chr21	40641825	40646398	6
chr21	40641825	40652174	1
chr21	40652074	40670508	3
chr21	40665737	40670508	1
chr21	42598193	42622828	2
chr21	42598193	42629253	11
chr21	42598193	42617990	3
chr21	42598193	42609656	2
chr21	42598199	42629253	4
chr21	42609440	42609656	1
chr21	42609440	42622828	2
chr21	42609440	42629253	11
chr21	42613746	42617990	1
chr21	42615303	42622828	2
chr21	43274675	43280481	1
chr21	43411670	43412545	1
chr21	43795825	43800321	2
chr21	43934741	43974252	1
chr21	44270151	44279832	1
chr21	44270151	44296877	2
chr21	44293661	44296877	1
chr21	44424436	44430334	1
chr21	44424436	44433348	1
chr21	44424436	44445057	1
chr21	44424436	44448984	1
chr21	44514581	44524512	1
chr21	44521102	44521542	2
chr21	44845287	44846072	1
chr21	45012106	45033828	1
chr21	45012106	45053302	1
chr21	45012106	45064273	1
chr21	45050203	45053302	1
chr21	45050203	45064273	2
chr21	45050203	45078201	1
chr21	45106685	45108121	1
chr21	45110169	45111383	1
chr21	45153950	45163688	2
chr21	45472161	45475774	1
chr21	45472161	45479095	1
chr21	45472161	45483666	2
chr21	45472161	45497665	1
chr21	45494205	45496509	2
chr21	45513944	45518415	2
chr21	45730889	45739294	1
chr21	46207835	46208010	2
chr21	46275125	46281186	3
chr21	46536848	46548488	1
chr21	46536848	46564616	1
chr21	46536848	46554747	3
chr21	46536888	46554747	1
chr21	46540709	46554747	1
chr21	46540709	46558290	1
chr21	46548317	46596579	1
chr21	46548317	46627303	1
chr21	46548317	46564616	3
chr21	46548317	46558290	1
chr21	46548317	46554747	73
chr21	46548317	46548488	1
chr21	46591525	46596579	1
chr21	46591525	46605006	7
chr21	46591767	46592182	1
chr21	46595645	46605006	3
chr21	46600245	46605006	1
chr21	46624470	46625667	1
chr21	47731370	47738875	1
chr21	47746291	47811291	1
chr21	47783395	47787054	1
chr21	47819504	47822397	6
chr22	17525763	17528316	1
chr22	18368644	18374398	1
chr22	18371800	18389652	1
chr22	18376574	18387605	1
chr22	19126672	19127242	1
chr22	19462591	19463125	1
chr22	19752481	19752636	1
chr22	20039988	20041074	1
chr22	20077499	20082318	1
chr22	20077499	20096526	1
chr22	20078958	20082318	1
chr22	20099912	20103077	1
chr22	20385112	20397985	1
chr22	20905723	20909435	1
chr22	21288067	21288532	14
chr22	22024202	22029404	1
chr22	22024855	22026670	1
chr22	22153269	22162135	1
chr22	22153301	22162135	3
chr22	22160139	22162135	11
chr22	24133943	24159123	1
chr22	24509533	24515665	1
chr22	24509533	24530382	1
chr22	24963952	24964144	2
chr22	25421600	25445331	1
chr22	25771780	25771975	2
chr22	25771780	25777545	14
chr22	25777348	25777545	1
chr22	27113216	27122757	1
chr22	27186551	27258068	1
chr22	28256119	28310335	1
chr22	28269726	28293880	3
chr22	28269726	28310335	1
chr22	28288117	28293880	1
chr22	28288117	28310335	1
chr22	28290364	28293880	1
chr22	28290543	28293880	4
chr22	28290543	28310335	11
chr22	28306952	28310335	2
chr22	28559080	28559587	1
chr22	28692186	28693840	11
chr22	28910745	28915308	14
chr22	28910745	28979657	1
chr22	28911615	28915308	1
chr22	28943662	28946139	1
chr22	29025540	29025818	1
chr22	29090020	29091861	1
chr22	29095826	29130715	1
chr22	29095826	29121355	6
chr22	29105994	29121355	9
chr22	29105994	29130715	2
chr22	29107897	29130715	1
chr22	29115383	29130715	1
chr22	29139870	29147276	1
chr22	29383064	29385201	1
chr22	29956723	29966521	2
chr22	30032740	30038274	4
chr22	30366965	30375041	1
chr22	30374431	30387659	1
chr22	31368871	31369109	1
chr22	31485685	31486166	1
chr22	31979861	31985563	1
chr22	32007129	32007826	2
chr22	32084142	32100712	1
chr22	32097642	32121596	1
chr22	32108069	32121596	1
chr22	32113168	32121596	1
chr22	32154532	32164849	2
chr22	32154532	32161046	1
chr22	32180800	32211198	1
chr22	32206507	32211198	1
chr22	32301970	32303103	2
chr22	32874968	32875262	5
chr22	32874968	32881196	1
chr22	35658316	35680036	1
chr22	35658316	35689736	2
chr22	35679955	35684400	1
chr22	35688985	35689736	1
chr22	35799407	35802718	1
chr22	36135188	36135339	1
chr22	36205827	36206051	1
chr22	36712562	36714370	1
chr22	36897288	36900813	1
chr22	36912525	36916735	1
chr22	36914810	36915584	6
chr22	37868481	37870715	1
chr22	37868481	37876807	1
chr22	37891524	37893185	1
chr22	38010197	38019474	2
chr22	38083917	38084999	4
chr22	38246022	38247497	1
chr22	38883878	38897285	1
chr22	38888061	38897285	3
chr22	38889715	38891051	1
chr22	38889715	38895504	1
chr22	38894090	38895504	2
chr22	38917613	38964294	2
chr22	38948671	38964294	3
chr22	39918011	39918151	1
chr22	40657836	40666284	2
chr22	40662805	40719042	1
chr22	40749077	40750331	1
chr22	40749077	40759075	1
chr22	41231564	41244373	1
chr22	41277774	41278181	3
chr22	41282317	41305239	1
chr22	41521868	41527637	1
chr22	41531817	41536261	1
chr22	41531817	41537226	1
chr22	41536144	41537226	2
chr22	41641119	41642676	1
chr22	41650312	41677086	1
chr22	41664101	41677086	1
chr22	41670604	41677086	1
chr22	41697718	41726107	1
chr22	41721568	41721922	1
chr22	41738533	41739580	2
chr22	41979963	41980607	1
chr22	42049533	42053036	1
chr22	42204879	42206004	1
chr22	42204879	42206295	2
chr22	42204879	42209826	1
chr22	42262835	42267039	1
chr22	42289121	42290941	1
chr22	42565853	42611347	1
chr22	43286953	43287188	1
chr22	44547363	44559810	1
chr22	45574119	45574781	1
chr22	45821828	45826946	1
chr22	45914562	45931217	1
chr22	45970391	45972988	3
chr22	46085592	46098727	6
chr22	46085592	46114373	8
chr22	46085592	46125470	1
chr22	46085592	46136418	2
chr22	46096162	46114373	1
chr22	46096162	46125470	1
chr22	46114293	46136418	2
chr22	46125305	46136418	12
chr22	46202839	46239613	2
chr22	46493806	46494438	2
chr22	46493806	46505788	4
chr22	46631030	46631406	1
chr22	46780440	46785396	1
chr22	46786289	46787713	2
chr22	46829290	46835308	2
chr22	47022648	47033857	4
chr22	47188417	47193517	1
chr22	47325396	47370295	1
chr22	50181038	50187942	1
chr22	50187682	50192767	2
chr22	50216599	50219555	1
chr22	50552810	50553675	1
chr22	50572436	50591647	1
chr22	50810449	50827540	1
chr22	50810449	50832564	5
chr22	50810449	50832690	1
chr22	50845118	50845304	1
chr3	3178944	3182332	8
chr3	3178944	3186394	30
chr3	3178944	3189871	4
chr3	3182194	3186394	4
chr3	3214460	3216953	1
chr3	4403723	4403938	1
chr3	4403723	4418073	1
chr3	4681068	4687412	2
chr3	4774772	4777038	1
chr3	5235613	5257588	1
chr3	5236894	5249948	1
chr3	8932073	8944204	1
chr3	8940578	8955404	1
chr3	8977555	8983488	10
chr3	8977555	8990254	7
chr3	9486732	9487424	1
chr3	9495423	9506356	3
chr3	9506217	9516840	1
chr3	9514920	9516840	1
chr3	9515148	9516840	1
chr3	9785908	9786192	1
chr3	10168273	10168580	1
chr3	10188198	10192502	1
chr3	10345710	10347376	1
chr3	11340160	11348534	1
chr3	11348417	11354894	3
chr3	11372814	11383753	1
chr3	11382119	11383753	1
chr3	11389351	11400086	1
chr3	11389351	11421526	2
chr3	11399892	11406208	2
chr3	11399892	11468400	2
chr3	11399892	11421526	1
chr3	11402055	11406208	1
chr3	11849307	11880788	2
chr3	12421203	12434251	1
chr3	12616291	12618240	2
chr3	12632297	12660246	1
chr3	12957094	12962096	1
chr3	12976948	12983365	1
chr3	13417004	13417931	1
chr3	14170912	14175309	1
chr3	14526954	14528396	1
chr3	15055096	15055681	1
chr3	15070093	15071959	1
chr3	16327831	16345099	3
chr3	16327849	16345099	1
chr3	16336363	16345099	3
chr3	17051166	17056403	10
chr3	17413567	17470011	1
chr3	19992298	19992553	1
chr3	20113825	20156480	2
chr3	23250183	23258803	4
chr3	23631225	23636741	1
chr3	23848821	23853001	2
chr3	23996028	24018940	1
chr3	23996149	24018940	1
chr3	24006482	24019695	1
chr3	25647534	25662307	2
chr3	25650674	25686961	1
chr3	25665006	25686961	2
chr3	27420740	27446454	1
chr3	27465528	27493989	1
chr3	27490142	27493989	3
chr3	28293203	28304871	1
chr3	30686239	30691952	2
chr3	31617888	31621588	9
chr3	31617888	31641951	2
chr3	31710134	31725606	2
chr3	31871532	31871723	1
chr3	31917925	31921322	20
chr3	32180079	32181858	1
chr3	32582529	32587457	2
chr3	32586368	32587457	1
chr3	33109722	33110462	3
chr3	33161836	33166071	1
chr3	33161836	33175757	1
chr3	33400459	33406211	1
chr3	33400459	33427220	2
chr3	33633887	33686395	2
chr3	33644444	33686395	1
chr3	33648083	33686395	1
chr3	33661095	33705007	1
chr3	33725851	33738425	5
chr3	33728552	33731424	1
chr3	33853564	33896752	1
chr3	37038110	37053590	1
chr3	37125127	37125297	1
chr3	37323449	37343823	5
chr3	37327505	37337710	1
chr3	37330726	37343823	1
chr3	37948798	37949032	1
chr3	38406690	38442476	1
chr3	38414146	38442476	1
chr3	39129619	39133192	1
chr3	39450097	39452490	1
chr3	40502898	40503739	2
chr3	41265512	41267352	1
chr3	41265512	41279567	1
chr3	41746549	41759353	1
chr3	42098666	42128892	2
chr3	42128596	42167106	2
chr3	42166912	42167106	1
chr3	42827520	42827654	1
chr3	43339804	43345284	3
chr3	43591212	43607219	2
chr3	43616301	43621964	2
chr3	44402857	44409200	1
chr3	44402857	44442826	1
chr3	44871463	44881948	2
chr3	44986660	45000952	1
chr3	45000080	45000952	1
chr3	45744930	45764447	1
chr3	45746627	45781136	1
chr3	45763492	45765035	1
chr3	47002311	47002367	1
chr3	47079156	47084190	1
chr3	47079156	47098980	1
chr3	47079156	47088111	10
chr3	47087977	47108608	1
chr3	47098311	47098980	1
chr3	47098311	47108608	2
chr3	47139445	47144913	1
chr3	47139445	47168153	2
chr3	47144836	47166038	1
chr3	47158113	47166038	2
chr3	47466975	47476627	1
chr3	47476415	47484581	1
chr3	47476498	47484581	3
chr3	47663697	47680270	4
chr3	47676680	47677626	1
chr3	47676680	47680270	1
chr3	47712148	47721998	1
chr3	47716965	47718272	1
chr3	47716965	47719801	1
chr3	47716965	47727660	1
chr3	47719688	47727660	4
chr3	47719688	47734790	1
chr3	47719688	47721998	1
chr3	47721927	47734790	1
chr3	47727539	47742892	1
chr3	47742768	47770584	1
chr3	47742768	47787483	1
chr3	47747899	47755980	1
chr3	47747899	47770584	1
chr3	47747899	47777616	1
chr3	47752173	47770584	1
chr3	47762156	47787483	1
chr3	47777524	47787483	1
chr3	47779519	47787483	1
chr3	47866257	47868967	1
chr3	47882367	47884745	1
chr3	47950528	47953911	1
chr3	47956307	47969840	1
chr3	47960209	47963368	2
chr3	48019355	48040369	1
chr3	48040128	48040369	1
chr3	48209336	48219478	2
chr3	48215774	48219478	4
chr3	48491443	48491981	1
chr3	48572945	48577204	1
chr3	48610295	48610375	1
chr3	48726971	48728915	2
chr3	48730387	48732854	1
chr3	48802437	48820525	4
chr3	48820419	48831482	1
chr3	48921430	48929505	1
chr3	48960181	48965246	1
chr3	48964895	48965246	1
chr3	48964895	48982614	2
chr3	49062329	49065349	2
chr3	49063757	49065965	2
chr3	49081823	49095323	4
chr3	49081823	49114471	1
chr3	49343148	49349087	3
chr3	49397639	49397802	1
chr3	50009492	50085781	2
chr3	50098389	50099541	1
chr3	50098389	50107985	1
chr3	50102464	50103935	10
chr3	50142510	50143142	3
chr3	50144200	50145737	1
chr3	50212529	50212849	1
chr3	50289532	50290616	2
chr3	51504945	51517852	1
chr3	51715358	51718650	1
chr3	52146715	52159197	1
chr3	52156395	52159197	1
chr3	52238709	52240767	5
chr3	52445045	52448603	2
chr3	52562029	52563350	3
chr3	52675970	52682458	1
chr3	52712516	52713739	1
chr3	52734278	52734512	1
chr3	52771602	52775515	4
chr3	52771602	52786352	1
chr3	52773445	52786352	1
chr3	52946554	52950230	5
chr3	52952500	52962357	1
chr3	52960047	52962357	1
chr3	52964345	52966324	2
chr3	53137969	53145924	1
chr3	53217137	53217597	1
chr3	53274267	53276258	1
chr3	54537519	54615904	1
chr3	55002477	55003871	1
chr3	55503789	55514946	1
chr3	55504480	55514946	1
chr3	56600622	56601081	2
chr3	56626998	56628056	44
chr3	56649950	56653929	1
chr3	56657672	56707647	1
chr3	56657672	56658921	1
chr3	56674014	56681251	1
chr3	56674014	56682921	1
chr3	56694759	56703819	1
chr3	56694759	56707753	19
chr3	56702425	56707753	1
chr3	56703728	56707753	3
chr3	56705628	56707753	1
chr3	56779233	56779490	1
chr3	57276884	57301820	1
chr3	57276884	57282379	1
chr3	57545506	57545913	1
chr3	57561275	57569734	3
chr3	57569625	57570191	1
chr3	57817157	57850584	1
chr3	57827026	57835543	1
chr3	57827026	57843886	2
chr3	57832924	57843886	2
chr3	57832924	57850584	1
chr3	57843460	57850584	1
chr3	57875768	57882659	1
chr3	57875768	57894877	2
chr3	58097518	58107230	1
chr3	58111308	58112489	1
chr3	58351601	58368427	1
chr3	61608137	61608814	1
chr3	61608137	61609229	4
chr3	63884075	63898901	3
chr3	63884075	63938159	12
chr3	66286968	66313803	1
chr3	66293627	66313803	2
chr3	67451155	67459458	2
chr3	67546222	67548719	3
chr3	67546222	67559327	1
chr3	67568671	67579610	3
chr3	69915413	69928534	1
chr3	69928285	69928534	1
chr3	69986973	69990482	3
chr3	71015041	71021827	2
chr3	71064700	71102924	5
chr3	71090479	71102924	20
chr3	71542577	71551139	3
chr3	72842067	72891553	1
chr3	72842067	72893574	1
chr3	72842067	72844384	1
chr3	78763547	78767033	2
chr3	78987751	78988077	1
chr3	81691932	81720104	1
chr3	86996160	87018273	1
chr3	93603572	93629549	1
chr3	93714718	93722752	19
chr3	93714722	93722752	1
chr3	93722503	93722752	1
chr3	93754175	93762084	1
chr3	97556324	97562105	1
chr3	97607185	97608234	1
chr3	98568305	98600611	3
chr3	98600384	98600611	6
chr3	100000586	100002655	1
chr3	100014146	100039815	1
chr3	100091450	100105822	1
chr3	100092382	100105822	1
chr3	100100459	100105822	1
chr3	100105062	100105822	1
chr3	100432487	100438902	3
chr3	100432487	100455560	1
chr3	100438819	100451516	1
chr3	101374948	101378872	4
chr3	101389974	101391057	1
chr3	101450684	101451498	2
chr3	101535639	101540594	1
chr3	105459338	105464882	1
chr3	105495240	105586435	1
chr3	107429299	107451870	7
chr3	107429299	107447807	2
chr3	107429299	107435696	11
chr3	107789940	107798957	1
chr3	108324182	108335504	1
chr3	108366790	108391503	1
chr3	110830877	110845182	5
chr3	110830877	110866331	1
chr3	110831132	110845182	2
chr3	110863746	110866331	1
chr3	110863746	110911260	2
chr3	111637919	111664204	1
chr3	111651116	111692664	1
chr3	111671419	111681159	1
chr3	112260650	112260685	3
chr3	113207792	113218429	2
chr3	113207792	113225452	18
chr3	113380130	113396206	1
chr3	119188667	119196295	1
chr3	119188704	119204234	1
chr3	119219542	119222868	6
chr3	119219542	119232566	3
chr3	119219542	119236162	5
chr3	119562102	119582452	1
chr3	119582266	119582452	2
chr3	119582266	119595355	2
chr3	119582266	119624699	6
chr3	119595260	119721086	1
chr3	119624602	119642330	2
chr3	119624602	119721086	1
chr3	120054672	120067370	1
chr3	120118730	120134874	1
chr3	120168617	120168788	1
chr3	120469370	120469847	12
chr3	120495270	120495511	2
chr3	120871324	120952535	1
chr3	120924770	120959354	1
chr3	121168162	121206356	4
chr3	121178897	121187278	2
chr3	121215655	121217517	1
chr3	121238718	121240996	1
chr3	121382981	121400697	1
chr3	121433708	121435986	1
chr3	121433708	121441225	1
chr3	121433708	121449820	1
chr3	122087023	122090647	1
chr3	122128649	122128683	1
chr3	122172717	122182888	1
chr3	122255015	122271486	1
chr3	122471438	122496753	8
chr3	122474107	122496753	1
chr3	122552164	122579049	1
chr3	122564610	122579049	1
chr3	122808015	122811289	1
chr3	122808015	122835145	1
chr3	122808015	122849463	1
chr3	122808048	122835145	1
chr3	122842913	122849463	1
chr3	122864369	122865106	1
chr3	122864369	122880302	1
chr3	123649949	123667979	2
chr3	123652520	123667979	2
chr3	123665650	123665716	1
chr3	124453940	124463050	1
chr3	124456415	124463050	2
chr3	124515235	124515664	1
chr3	124515235	124528003	1
chr3	124536468	124560398	1
chr3	124536468	124567405	4
chr3	124540160	124560398	1
chr3	124560230	124578293	1
chr3	125032152	125032500	3
chr3	125032152	125042193	6
chr3	125032152	125042288	3
chr3	125032152	125050082	53
chr3	125042153	125050082	5
chr3	125170149	125179704	1
chr3	125172654	125179704	1
chr3	125208252	125223588	1
chr3	125216185	125223588	2
chr3	125257295	125313670	1
chr3	125257295	125313699	1
chr3	125279223	125301822	1
chr3	125295033	125301822	1
chr3	126158315	126191148	1
chr3	126178496	126191148	3
chr3	126348222	126363220	1
chr3	126348222	126366139	1
chr3	126350607	126366139	1
chr3	126360875	126366139	2
chr3	126445921	126452065	5
chr3	126607299	126633593	2
chr3	126733025	126733218	1
chr3	127379221	127381154	2
chr3	127778945	127779504	3
chr3	127800097	127806651	1
chr3	127801326	127806651	1
chr3	127816143	127823767	3
chr3	127980971	127983624	9
chr3	128339100	128341252	1
chr3	128525215	128526514	2
chr3	128612398	128620192	1
chr3	128973511	128974997	1
chr3	128998553	129009647	1
chr3	129177442	129188260	1
chr3	129182403	129188260	1
chr3	129302410	129308370	1
chr3	129579783	129599402	3
chr3	129585853	129599402	2
chr3	129599152	129599405	1
chr3	129599152	129599402	7
chr3	130442258	130449286	1
chr3	130685989	130712942	1
chr3	130851589	130852800	1
chr3	131186935	131190123	2
chr3	131206524	131208924	2
chr3	132153382	132166783	1
chr3	132217970	132219757	1
chr3	132400758	132433963	1
chr3	132416104	132434062	1
chr3	132416104	132435753	1
chr3	133327379	133336170	1
chr3	133327717	133336170	2
chr3	133335658	133343019	1
chr3	133356720	133363207	2
chr3	133666100	133667815	1
chr3	133876965	133878217	1
chr3	133894453	133910818	2
chr3	133894453	133914026	30
chr3	133907681	133914026	14
chr3	133907681	133921718	1
chr3	134214138	134226128	2
chr3	135871095	135871241	1
chr3	135979321	135980907	3
chr3	136002679	136035906	2
chr3	136016794	136019953	1
chr3	136048890	136048950	1
chr3	136152398	136170989	1
chr3	136170875	136221621	3
chr3	136183723	136221621	5
chr3	136196195	136221621	1
chr3	136237090	136287703	2
chr3	136323151	136323315	1
chr3	136323243	136323284	1
chr3	137796341	137811386	1
chr3	137928659	137942575	1
chr3	137958310	137964025	1
chr3	138224137	138251412	1
