Chr	Start	End	Hela_RNaseR-plus_pairs_Chimeric.out.junction
chr19	15383626	15383944	2
chr19	15466118	15484151	1
chr19	16191725	16212219	1
chr19	16345229	16345396	1
chr19	16790795	16791392	1
chr19	16790795	16793319	3
chr19	16790795	16799069	1
chr19	17212470	17213367	31
chr19	17283146	17286550	1
chr19	17291736	17298854	1
chr19	17626982	17627283	1
chr19	17626982	17628198	1
chr19	17670120	17671274	3
chr19	17691986	17692322	1
chr19	17881234	17883550	1
chr19	17893826	17897438	1
chr19	18119780	18121167	1
chr19	18221462	18235176	1
chr19	18245389	18245792	1
chr19	18273777	18274198	1
chr19	18276970	18278116	1
chr19	18538562	18544423	1
chr19	18648411	18649243	3
chr19	18648411	18649246	6
chr19	18650181	18650530	10
chr19	18707432	18707859	2
chr19	18853720	18864395	1
chr19	18974247	18975060	4
chr19	19105468	19106089	1
chr19	19119126	19141891	1
chr19	19120664	19121151	1
chr19	19135428	19137035	1
chr19	19153520	19154883	1
chr19	19153560	19154883	1
chr19	19215722	19217194	1
chr19	19240965	19243563	1
chr19	19240965	19244019	1
chr19	19308916	19310043	1
chr19	19407798	19408153	1
chr19	19446931	19458198	1
chr19	19546940	19576423	1
chr19	19603115	19603521	1
chr19	19606563	19607028	1
chr19	19675742	19680393	1
chr19	19675742	19680409	1
chr19	19703315	19710174	1
chr19	19750894	19751380	1
chr19	19756683	19757156	1
chr19	19758408	19767575	1
chr19	19789535	19790816	1
chr19	21216262	21216990	11
chr19	21280991	21281716	3
chr19	23556544	23557566	3
chr19	23557440	23559132	1
chr19	23844916	23845960	1
chr19	24288742	24289445	1
chr19	30462100	30477324	15
chr19	30462100	30503438	1
chr19	30471066	30477324	1
chr19	30476130	30477324	37
chr19	30476130	30477328	1
chr19	32843735	32851524	2
chr19	32847522	32851524	2
chr19	32899123	32902278	1
chr19	32923622	32955690	1
chr19	33098541	33098738	1
chr19	33106564	33116872	1
chr19	33113328	33116872	1
chr19	33113328	33119755	1
chr19	33130262	33137521	1
chr19	33134029	33134537	2
chr19	33200091	33202811	2
chr19	33464090	33464468	1
chr19	33581686	33592480	1
chr19	33604673	33605325	1
chr19	33608731	33617639	1
chr19	34289576	34297912	1
chr19	34685383	34699956	1
chr19	34685383	34706566	2
chr19	34687539	34706566	3
chr19	34687539	34712643	1
chr19	34699834	34706566	2
chr19	34706029	34706566	2
chr19	34818326	34819056	2
chr19	34857250	34872424	1
chr19	34868408	34868786	1
chr19	34868640	34872424	1
chr19	34921481	34924317	6
chr19	34921481	34925873	25
chr19	34921481	34929671	9
chr19	34922766	34925873	11
chr19	34922766	34929671	9
chr19	34922766	34934816	1
chr19	34922766	34957919	1
chr19	34922790	34925873	1
chr19	34924253	34929671	1
chr19	34924253	34936026	1
chr19	34925773	34929671	1
chr19	34929550	34934816	1
chr19	34929550	34936026	1
chr19	34934749	34945461	1
chr19	34941170	34957919	1
chr19	34942886	34955036	1
chr19	34945165	34957919	1
chr19	34954931	34957919	1
chr19	35169642	35174143	2
chr19	35169642	35176475	1
chr19	35420788	35424627	1
chr19	35760349	35762044	1
chr19	36104770	36108095	1
chr19	36549682	36558912	1
chr19	36572335	36577714	1
chr19	36579940	36580208	1
chr19	36584933	36590519	1
chr19	36685135	36692952	1
chr19	37203288	37203769	3
chr19	37579941	37582023	1
chr19	37916770	37917280	1
chr19	38127130	38145686	1
chr19	38134166	38138800	1
chr19	38571896	38579491	1
chr19	38609946	38610522	1
chr19	38631824	38633350	5
chr19	39114717	39116742	1
chr19	39214584	39214969	1
chr19	39216417	39218648	1
chr19	39336269	39338074	1
chr19	39860295	39860765	1
chr19	39908195	39909643	1
chr19	39908499	39908726	1
chr19	39911266	39912928	1
chr19	39943996	39944161	1
chr19	39948315	39950600	2
chr19	39955438	39955689	1
chr19	40480201	40480735	1
chr19	40704282	40704462	1
chr19	40747845	40748594	1
chr19	40747845	40761176	1
chr19	40747845	40771258	1
chr19	40761065	40771258	4
chr19	40827935	40834457	1
chr19	40839758	40842314	1
chr19	40842017	40842314	1
chr19	40957271	40964452	1
chr19	40964062	40964452	2
chr19	41089304	41089623	8
chr19	41118971	41129637	1
chr19	41129509	41129987	4
chr19	41211001	41211352	1
chr19	41239065	41239269	1
chr19	41239065	41243674	1
chr19	41242891	41243674	3
chr19	41754419	41754725	6
chr19	41758256	41762516	1
chr19	41774128	41782203	1
chr19	41774128	41785081	3
chr19	41774128	41787180	2
chr19	41798150	41798416	1
chr19	41838033	41854300	1
chr19	41838033	41854360	2
chr19	41847788	41848152	5
chr19	42373101	42373823	1
chr19	42775754	42779014	1
chr19	43982199	43983745	1
chr19	44159591	44160792	1
chr19	44331579	44332092	1
chr19	44511163	44514549	1
chr19	44669910	44679814	1
chr19	45368377	45368917	1
chr19	45395650	45397323	1
chr19	45528587	45532250	2
chr19	45766371	45766625	5
chr19	45781181	45783992	2
chr19	45783632	45783992	1
chr19	45858923	45860957	1
chr19	45871888	45872405	2
chr19	45885785	45889438	2
chr19	45888820	45901597	1
chr19	45901263	45901597	11
chr19	46020921	46021352	1
chr19	46024580	46026076	1
chr19	46025426	46026076	3
chr19	46116799	46117958	1
chr19	46133209	46133304	1
chr19	46201805	46202158	1
chr19	46275899	46280848	1
chr19	46324642	46331176	1
chr19	46334642	46334846	2
chr19	46334642	46341873	1
chr19	47285640	47285806	2
chr19	47285640	47287816	1
chr19	47290912	47291461	1
chr19	47421745	47425613	2
chr19	47421745	47440665	6
chr19	47584770	47593446	1
chr19	47584770	47585552	1
chr19	47646751	47658470	5
chr19	47646751	47673180	1
chr19	47653459	47658470	1
chr19	47712416	47713981	1
chr19	47761587	47764096	1
chr19	47856011	47858607	1
chr19	47856011	47865950	2
chr19	47858296	47858607	1
chr19	47863225	47865950	1
chr19	47865733	47865950	9
chr19	47919909	47920607	9
chr19	48016231	48016310	1
chr19	48917248	48925202	1
chr19	49136701	49136912	4
chr19	49407604	49409142	1
chr19	49593548	49593777	1
chr19	49699697	49700131	3
chr19	50102529	50103195	1
chr19	50117790	50123682	1
chr19	50124782	50128457	1
chr19	50148278	50150087	1
chr19	50148278	50161503	2
chr19	50183129	50183845	1
chr19	50285788	50298995	1
chr19	50902108	50902741	6
chr19	52543741	52550313	5
chr19	52785364	52786666	4
chr19	53091785	53095481	1
chr19	53158814	53164096	2
chr19	54025110	54031800	1
chr19	54025110	54042536	1
chr19	54025110	54080107	1
chr19	54646665	54648068	1
chr19	54646665	54650393	1
chr19	54646665	54653493	1
chr19	54962467	54969700	1
chr19	55610152	55614936	7
chr19	55756488	55757046	1
chr19	56196762	56204403	1
chr19	56657616	56658577	1
chr19	58697079	58698409	1
chr19	58904343	58904854	12
chr1_gl000191_random	41406	44930	1
chr2	247538	261130	1
chr2	1614191	1623589	1
chr2	1647140	1653447	1
chr2	1664653	1668846	1
chr2	1677415	1696906	1
chr2	1680699	1696906	1
chr2	1683965	1696906	1
chr2	1691404	1696906	2
chr2	3212351	3261226	1
chr2	3217920	3282762	1
chr2	3391391	3405664	3
chr2	3502689	3517747	1
chr2	3606994	3607319	1
chr2	9048751	9098771	3
chr2	9083316	9098771	4
chr2	9419446	9437574	1
chr2	9463250	9468040	1
chr2	9484661	9508648	1
chr2	9484661	9543482	1
chr2	9484661	9496474	1
chr2	9484661	9491024	1
chr2	9490937	9508648	4
chr2	9490937	9528675	1
chr2	9496176	9499018	1
chr2	9496176	9508648	2
chr2	9572640	9576490	1
chr2	9572640	9583790	1
chr2	9583732	9588479	1
chr2	9616116	9621576	1
chr2	9616116	9628521	2
chr2	9616116	9624679	2
chr2	9618383	9628521	1
chr2	10559860	10560261	11
chr2	10559866	10560261	1
chr2	10581635	10585390	1
chr2	10784446	10808849	3
chr2	10784446	10811816	1
chr2	10794607	10808849	1
chr2	10794607	10813459	1
chr2	10799298	10808849	1
chr2	10803085	10824738	1
chr2	10822097	10824738	1
chr2	10927407	10933328	4
chr2	10928823	10930015	1
chr2	10928823	10930959	1
chr2	10931921	10933328	1
chr2	10937207	10937883	1
chr2	11304151	11304387	1
chr2	11332274	11335151	2
chr2	11354483	11357295	1
chr2	11375828	11376088	1
chr2	11426665	11427862	5
chr2	11586615	11593848	1
chr2	11593708	11593921	1
chr2	11595468	11597359	2
chr2	11702589	11716661	1
chr2	11907889	11911805	1
chr2	11928513	11932132	1
chr2	11943033	11945282	2
chr2	11943033	11955366	1
chr2	15467874	15470889	3
chr2	15496427	15523441	1
chr2	15514732	15519955	1
chr2	15555670	15557836	1
chr2	15601325	15618413	8
chr2	15601325	15629146	1
chr2	15601325	15651474	2
chr2	15629018	15651474	1
chr2	15629018	15674765	1
chr2	15629018	15679480	2
chr2	15674667	15679480	2
chr2	15691617	15698758	15
chr2	15691617	15699609	1
chr2	15735269	15735677	1
chr2	15743316	15760520	1
chr2	17906524	17927218	1
chr2	17912345	17927218	1
chr2	17919488	17927218	1
chr2	17922879	17927218	2
chr2	20110737	20110951	1
chr2	20130157	20137707	1
chr2	20130157	20160375	1
chr2	20130157	20153739	1
chr2	20130157	20145757	1
chr2	20454624	20455931	2
chr2	20457998	20463221	1
chr2	20460098	20483247	1
chr2	20478344	20497424	1
chr2	20478344	20527139	7
chr2	20507739	20532824	1
chr2	20507739	20527139	8
chr2	20507739	20518406	1
chr2	20518298	20527139	1
chr2	20518298	20532824	2
chr2	20526022	20527139	2
chr2	20527071	20532824	1
chr2	20939731	20939965	2
chr2	20974570	20990158	3
chr2	23313618	23389834	1
chr2	23698430	23715998	1
chr2	23862009	23865720	1
chr2	24021008	24056948	2
chr2	24042617	24056948	1
chr2	24046128	24046439	3
chr2	24090705	24092631	1
chr2	24098699	24103625	1
chr2	24103509	24111269	1
chr2	24181171	24194284	1
chr2	24181171	24199945	3
chr2	24181171	24207701	7
chr2	24205766	24207701	1
chr2	24516557	24518673	1
chr2	24962301	24975025	1
chr2	25038626	25039476	1
chr2	25179912	25190162	1
chr2	25180679	25186323	1
chr2	25458576	25460145	1
chr2	25466767	25471121	2
chr2	25497810	25537030	2
chr2	25799707	25803695	1
chr2	25990452	26029206	1
chr2	25990452	25994409	1
chr2	26022254	26029206	5
chr2	26435439	26462011	1
chr2	26453060	26462011	2
chr2	26486248	26500028	4
chr2	26492821	26502983	1
chr2	26505713	26505919	1
chr2	26505872	26507825	1
chr2	26587170	26590088	4
chr2	26587170	26598016	2
chr2	26587170	26596497	4
chr2	26587170	26587808	1
chr2	26587175	26590088	1
chr2	26596235	26597957	1
chr2	26596235	26598016	5
chr2	26596235	26606215	1
chr2	27014999	27016761	1
chr2	27258475	27262032	1
chr2	27258838	27262032	1
chr2	27280171	27282272	1
chr2	27445387	27448794	1
chr2	27446431	27448111	1
chr2	27550044	27556866	1
chr2	27594136	27599473	1
chr2	27595490	27599050	1
chr2	27609061	27610025	1
chr2	27700084	27707133	1
chr2	27900162	27905226	1
chr2	28268592	28352247	1
chr2	29124853	29129447	1
chr2	29249719	29259623	1
chr2	29255800	29259623	2
chr2	29255800	29275364	1
chr2	29275129	29275364	1
chr2	29344240	29358532	1
chr2	29344240	29368233	2
chr2	29344240	29404563	1
chr2	29356521	29368233	1
chr2	29356521	29383333	1
chr2	29375551	29390406	1
chr2	30748453	30756180	5
chr2	30775359	30791042	4
chr2	30785012	30791042	1
chr2	32323870	32341281	1
chr2	32339707	32341281	1
chr2	32361632	32372327	1
chr2	32396356	32400430	1
chr2	32396356	32409407	1
chr2	32399132	32409407	21
chr2	32417405	32422895	1
chr2	32515552	32526564	1
chr2	32523303	32532259	1
chr2	32617107	32620661	1
chr2	32617127	32640112	1
chr2	32626231	32631625	1
chr2	32626381	32641231	1
chr2	32631567	32641231	2
chr2	32631567	32658872	1
chr2	32639837	32641231	4
chr2	32654214	32679010	3
chr2	32654214	32664754	1
chr2	32654214	32658872	1
chr2	32660522	32661252	1
chr2	32660522	32670736	1
chr2	32660564	32698307	1
chr2	32664576	32666530	1
chr2	32664576	32668656	1
chr2	32664576	32679010	3
chr2	32670589	32679010	1
chr2	32688262	32690232	1
chr2	32688262	32718734	1
chr2	32698180	32702651	1
chr2	32702436	32704685	1
chr2	32703703	32704685	3
chr2	32703703	32707650	1
chr2	32703703	32712868	1
chr2	32703703	32718734	4
chr2	32703703	32725176	2
chr2	32703703	32735061	1
chr2	32713655	32725176	1
chr2	32713655	32718734	1
chr2	32726780	32728303	1
chr2	32735593	32738221	1
chr2	32768308	32770927	1
chr2	32800223	32819127	1
chr2	32800331	32842894	1
chr2	32820101	32832710	1
chr2	32820101	32836649	1
chr2	32832522	32836649	1
chr2	32874164	32903989	1
chr2	32875198	32903989	1
chr2	32891702	32897451	1
chr2	33002949	33012216	2
chr2	33245976	33246273	6
chr2	33335649	33360027	1
chr2	33359860	33360027	1
chr2	33359860	33505225	1
chr2	33411923	33447218	1
chr2	33411923	33488459	1
chr2	33477744	33505225	1
chr2	33661507	33673010	1
chr2	33810235	33810318	1
chr2	33810238	33810285	1
chr2	33810319	33810378	1
chr2	36586047	36623930	1
chr2	36586047	36669878	1
chr2	36596251	36623930	11
chr2	36596251	36669878	1
chr2	36605500	36623930	7
chr2	36605500	36669878	2
chr2	36623757	36691798	2
chr2	36623757	36706837	4
chr2	36623757	36669878	8
chr2	36668401	36669878	11
chr2	36668401	36691798	2
chr2	36691677	36706837	2
chr2	36704032	36706837	3
chr2	36805740	36810612	1
chr2	36805926	36808525	1
chr2	37105034	37121176	2
chr2	37215789	37247979	1
chr2	37227729	37247979	1
chr2	37230685	37234447	1
chr2	37246952	37247979	1
chr2	37247798	37268435	1
chr2	37264998	37268435	1
chr2	37276796	37280750	1
chr2	37283583	37284623	2
chr2	37291883	37304162	1
chr2	37347102	37347282	1
chr2	37366774	37368844	1
chr2	37447528	37456179	1
chr2	37463239	37464978	2
chr2	37463239	37465010	1
chr2	37494573	37518142	1
chr2	37514957	37516656	1
chr2	37516485	37518142	1
chr2	37543380	37544322	6
chr2	38427105	38430593	1
chr2	38536521	38546161	1
chr2	38542426	38546161	1
chr2	38542426	38604402	1
chr2	38545677	38546161	1
chr2	38570410	38570654	2
chr2	38795341	38818790	1
chr2	38800352	38818790	1
chr2	38812786	38818790	1
chr2	39040963	39053831	1
chr2	39042663	39075544	1
chr2	39262353	39262641	1
chr2	39431668	39456729	1
chr2	39513993	39515421	1
chr2	39526884	39542529	1
chr2	39552659	39583480	2
chr2	39559058	39564722	18
chr2	39559058	39583480	5
chr2	39564061	39564722	2
chr2	39564061	39606392	1
chr2	39570529	39605264	2
chr2	39983029	39995641	1
chr2	42530244	42530586	1
chr2	42556122	42557714	1
chr2	42909541	42922979	1
chr2	42909541	42936236	1
chr2	42909541	42909729	1
chr2	42946128	42950175	2
chr2	43396349	43396401	1
chr2	43506904	43514200	1
chr2	43514047	43520352	1
chr2	43518835	43520352	1
chr2	43655239	43657441	3
chr2	43725972	43755127	2
chr2	43805652	43809067	1
chr2	43805652	43818093	3
chr2	43973005	43992865	1
chr2	44121684	44139697	1
chr2	44126358	44209573	1
chr2	44132831	44161435	1
chr2	44139571	44145537	2
chr2	44139571	44153100	7
chr2	44139571	44162017	3
chr2	44145395	44153100	1
chr2	44152206	44174509	1
chr2	44152206	44153100	1
chr2	44170826	44175657	3
chr2	44170826	44184590	1
chr2	44170826	44209573	2
chr2	44173252	44190845	1
chr2	44174414	44175592	1
chr2	44174870	44201897	1
chr2	44184524	44202356	2
chr2	44184524	44209573	2
chr2	44187680	44190845	3
chr2	44187680	44202356	1
chr2	44200746	44209573	2
chr2	44200746	44216829	1
chr2	44206965	44209573	2
chr2	44428325	44436466	2
chr2	44429121	44445676	1
chr2	44436349	44436466	1
chr2	44436349	44445676	2
chr2	44683707	44776867	1
chr2	44717925	44776867	1
chr2	44931422	44942492	3
chr2	45640253	45704214	2
chr2	45704132	45789895	1
chr2	45773456	45780869	2
chr2	45773456	45789895	1
chr2	45773871	45780869	16
chr2	45773871	45789895	15
chr2	45800346	45812913	1
chr2	45925080	45928663	2
chr2	45925084	45928630	1
chr2	46574012	46583947	1
chr2	46583290	46588229	2
chr2	46839367	46842324	1
chr2	47202112	47206046	3
chr2	47256363	47256626	1
chr2	47635540	47672796	2
chr2	47639553	47641557	2
chr2	47641408	47657080	1
chr2	47641408	47672796	1
chr2	47705411	47708010	2
chr2	48049357	48050499	1
chr2	48059711	48060019	1
chr2	48059908	48061850	1
chr2	48060103	48066908	1
chr2	48066558	48066908	1
chr2	48573340	48573890	2
chr2	48573340	48589846	1
chr2	48573817	48589846	1
chr2	48698226	48701958	1
chr2	48701822	48718309	2
chr2	48701827	48718309	1
chr2	48725632	48725874	1
chr2	54092660	54102892	1
chr2	54101476	54102892	1
chr2	54101476	54112912	2
chr2	54114396	54120936	1
chr2	54119945	54120936	4
chr2	54125007	54127154	1
chr2	54131162	54137267	1
chr2	54161742	54164677	1
chr2	54839298	54845330	1
chr2	55040369	55056614	1
chr2	55047531	55056614	1
chr2	55197207	55198009	1
chr2	55200274	55201900	1
chr2	55200274	55214834	2
chr2	55201831	55214834	1
chr2	55209651	55214834	52
chr2	55253978	55254048	1
chr2	55404738	55439942	1
chr2	55433406	55439942	1
chr2	55473473	55476670	2
chr2	55573311	55646489	1
chr2	55576654	55616022	1
chr2	55582715	55591169	1
chr2	55808703	55816092	1
chr2	55812187	55816092	1
chr2	55863417	55889161	1
chr2	55867762	55871855	2
chr2	55870293	55871855	2
chr2	55870293	55873621	1
chr2	55871772	55873621	1
chr2	55882035	55912183	1
chr2	55883266	55889161	1
chr2	55887292	55895093	1
chr2	55889091	55899181	1
chr2	55889091	55900214	1
chr2	55907847	55913579	1
chr2	56097855	56108869	1
chr2	56102081	56145402	1
chr2	56103758	56105000	1
chr2	58275662	58276102	1
chr2	58311224	58316858	44
chr2	58350236	58359063	1
chr2	58387243	58393009	1
chr2	58390569	58393009	1
chr2	58449077	58457009	1
chr2	58449077	58459247	43
chr2	58453863	58459247	1
chr2	60987269	60988942	1
chr2	60998654	61007914	1
chr2	61006772	61009140	1
chr2	61014082	61014755	2
chr2	61014082	61020850	1
chr2	61014082	61019424	1
chr2	61258554	61259248	3
chr2	61258554	61275708	2
chr2	61330988	61333797	6
chr2	61406116	61412753	2
chr2	61406116	61413632	21
chr2	61406116	61413889	2
chr2	61406116	61413951	1
chr2	61406116	61414164	1
chr2	61430275	61434021	1
chr2	61436034	61448741	1
chr2	61447445	61449798	1
chr2	61447445	61450431	1
chr2	61459587	61463524	1
chr2	61468695	61473612	2
chr2	61492532	61493302	1
chr2	61505300	61508377	2
chr2	61507379	61508377	1
chr2	61512010	61520685	1
chr2	61528086	61528589	1
chr2	61538675	61577828	1
chr2	61552510	61577828	2
chr2	61552510	61622368	1
chr2	61570950	61577828	1
chr2	61597456	61597714	1
chr2	61605498	61622368	1
chr2	61607304	61610471	1
chr2	61712903	61717911	8
chr2	61712903	61753656	1
chr2	61717777	61726048	1
chr2	61719170	61724142	4
chr2	61719170	61727029	1
chr2	61720050	61761038	1
chr2	61721029	61722748	3
chr2	61722590	61726048	5
chr2	61722590	61727029	1
chr2	61722590	61729445	1
chr2	61729131	61729445	1
chr2	61729131	61753656	1
chr2	61749746	61753656	61
chr2	61749746	61764803	1
chr2	61749746	61761038	149
chr2	62227836	62228117	1
chr2	62974530	62998527	1
chr2	63170937	63176297	1
chr2	63206323	63223901	1
chr2	63206326	63223901	1
chr2	63486442	63720074	1
chr2	63540383	63664688	1
chr2	63540383	63667005	2
chr2	63540383	63609229	3
chr2	63609041	63631792	1
chr2	63631183	63666989	1
chr2	63631183	63667005	3
chr2	63660879	63664688	1
chr2	63660879	63666989	4
chr2	63660879	63667005	12
chr2	63711738	63720074	1
chr2	64083440	64085070	9
chr2	64139479	64211066	1
chr2	64189192	64211153	3
chr2	64208780	64211153	1
chr2	64778577	64780543	1
chr2	64794696	64800202	1
chr2	65228582	65237897	3
chr2	65316073	65331940	1
chr2	65318117	65325200	1
chr2	65466986	65492309	1
chr2	65473658	65492309	1
chr2	65559121	65561907	1
chr2	65559121	65572030	3
chr2	66691241	66739426	1
chr2	66739281	66775151	1
chr2	67626301	67626758	1
chr2	68273120	68274451	1
chr2	68717322	68740812	2
chr2	68717322	68742868	1
chr2	69267176	69304620	1
chr2	69297779	69304620	4
chr2	69555403	69556930	1
chr2	69556429	69556930	1
chr2	69565030	69565697	2
chr2	69565030	69569349	1
chr2	69565030	69569381	1
chr2	69565030	69573131	1
chr2	69565030	69590802	1
chr2	69565030	69601245	1
chr2	69569284	69577315	2
chr2	69569284	69590802	2
chr2	69575303	69590802	3
chr2	69575303	69577315	3
chr2	69581621	69601245	1
chr2	69585461	69590802	2
chr2	69585461	69597240	2
chr2	69590677	69601245	2
chr2	69732701	69734710	2
chr2	70031665	70035128	1
chr2	70031665	70037805	1
chr2	70033517	70037805	1
chr2	70043233	70047953	1
chr2	70045750	70047953	1
chr2	70081955	70098964	1
chr2	70387757	70410067	1
chr2	70396689	70409129	1
chr2	70402805	70409129	1
chr2	70406664	70409129	5
chr2	71351336	71351673	1
chr2	71623271	71626775	1
chr2	71623271	71645769	9
chr2	71629086	71645769	1
chr2	71645732	71661933	1
chr2	71651780	71653904	1
chr2	71653590	71654544	1
chr2	72361890	72362548	1
chr2	72692289	72707879	2
chr2	72692289	72740381	1
chr2	72719447	72742255	1
chr2	72786582	72802797	4
chr2	72945232	72945475	1
chr2	72958136	72971475	1
chr2	72958136	72968598	3
chr2	72958136	72960247	33
chr2	72968433	72968598	1
chr2	73184109	73285725	1
chr2	73215387	73228707	1
chr2	73315178	73316443	5
chr2	73466771	73471843	2
chr2	73635750	73659419	2
chr2	73675090	73682422	1
chr2	73761951	73800551	2
chr2	73784347	73786269	3
chr2	73957687	73959412	2
chr2	74071940	74077640	1
chr2	74071940	74087278	1
chr2	74230237	74275538	1
chr2	74273405	74275538	1
chr2	74273409	74300766	1
chr2	74275371	74307718	1
chr2	74300676	74307718	1
chr2	74383545	74399879	2
chr2	74392345	74399876	1
chr2	74654296	74654719	1
chr2	84652539	84676876	1
chr2	84658632	84676876	2
chr2	84668171	84670524	1
chr2	84668371	84676876	1
chr2	85066273	85097909	2
chr2	85097349	85097909	39
chr2	85255012	85273401	3
chr2	85255012	85276771	3
chr2	85270687	85273401	1
chr2	85570426	85578088	1
chr2	85595809	85596953	1
chr2	85595809	85598685	3
chr2	85768206	85770157	2
chr2	85768756	85770157	1
chr2	85769688	85770157	2
chr2	85771322	85771610	1
chr2	85781266	85786198	1
chr2	85782607	85786198	1
chr2	85846343	85863253	1
chr2	85846343	85875976	1
chr2	85846343	85858069	2
chr2	85846343	85852814	1
chr2	85981945	86014077	1
chr2	86289377	86305407	1
chr2	86292397	86310291	1
chr2	86298834	86298994	1
chr2	86302153	86308829	1
chr2	86335473	86346167	2
chr2	86338236	86346167	1
chr2	86364670	86364840	1
chr2	86669141	86684194	1
chr2	86968050	86980681	2
chr2	86968050	87000558	2
chr2	86980581	86998835	1
chr2	86992150	86993147	4
chr2	86997146	86998835	2
chr2	87462413	87495130	1
chr2	87474123	87495130	1
chr2	87936062	87936290	1
chr2	89076018	89092011	1
chr2	89100616	89104394	4
chr2	95766582	95772202	1
chr2	95815942	95823184	2
chr2	95815942	95825118	3
chr2	96860696	96861287	1
chr2	97024783	97031796	1
chr2	97025881	97026448	1
chr2	97267380	97302922	1
chr2	97270516	97302922	1
chr2	97285096	97285499	1
chr2	97399256	97400263	1
chr2	98273911	98275940	1
chr2	98274723	98275412	1
chr2	98421839	98431770	1
chr2	98449828	98453620	1
chr2	98475767	98528134	2
chr2	99090380	99090610	1
chr2	99135427	99137194	4
chr2	99256271	99262005	1
chr2	99279509	99294934	1
chr2	99342702	99343030	1
chr2	99985855	99988193	3
chr2	100022372	100050910	1
chr2	100029193	100035409	1
chr2	100046302	100050910	1
chr2	100046302	100052403	2
chr2	100046302	100081447	1
chr2	100050794	100065966	1
chr2	100058779	100081447	3
chr2	100065798	100081447	5
chr2	100078958	100081447	30
chr2	101521195	101554304	10
chr2	101521195	101564817	1
chr2	101521195	101565942	2
chr2	101549372	101554304	1
chr2	101564697	101565942	1
chr2	101564697	101587536	1
chr2	101584743	101587536	2
chr2	101606718	101607334	1
chr2	101643845	101676001	1
chr2	101666863	101676001	6
chr2	101670570	101676001	1
chr2	101898321	101902639	2
chr2	101898321	101910544	1
chr2	101898321	101911643	4
chr2	101902543	101905517	1
chr2	101905435	101911643	1
chr2	101910476	101911643	1
chr2	105705442	105710096	1
chr2	105900773	105915162	1
chr2	105912813	105915162	3
chr2	105912813	105924775	1
chr2	105912813	105924772	1
chr2	106729102	106746234	1
chr2	106739426	106746234	3
chr2	106739426	106761826	1
chr2	106739426	106782539	4
chr2	106761646	106782539	4
chr2	106774514	106782539	4
chr2	106780123	106792798	1
chr2	109106294	109113565	1
chr2	109106294	109109246	1
chr2	109106391	109116210	1
chr2	109288781	109289485	6
chr2	109356945	109370019	1
chr2	109369454	109370019	3
chr2	109382621	109383139	1
chr2	109385716	109389502	1
chr2	109388157	109389502	7
chr2	109408131	109421464	1
chr2	109408131	109429383	1
chr2	109408136	109421464	1
chr2	109429087	109429383	1
chr2	109432397	109473426	1
chr2	109455641	109463386	1
chr2	109455641	109473426	6
chr2	109463194	109473426	10
chr2	109489907	109492898	1
chr2	109964130	109964405	1
chr2	109964130	109988137	1
chr2	110321943	110343415	2
chr2	110321943	110350696	5
chr2	110321943	110323436	2
chr2	110332158	110350696	1
chr2	110342703	110343415	3
chr2	110342703	110350696	8
chr2	110571037	110592668	1
chr2	110577273	110582530	1
chr2	110583453	110584015	4
chr2	110595581	110605498	1
chr2	110671988	110679265	1
chr2	110671995	110674233	1
chr2	110919180	110920712	1
chr2	111302646	111303208	2
chr2	111397319	111399811	1
chr2	111406811	111419418	3
chr2	111406887	111414665	1
chr2	111423840	111427130	3
chr2	111423840	111431942	5
chr2	111907621	111911481	1
chr2	112071650	112071878	1
chr2	112545811	112550132	1
chr2	112551655	112580177	1
chr2	112588863	112596089	2
chr2	112600989	112608487	1
chr2	112604715	112608487	1
chr2	112621252	112621472	1
chr2	112817554	112824644	1
chr2	112817554	112832539	1
chr2	112817554	112838695	1
chr2	112821739	112824644	2
chr2	112832489	112847295	1
chr2	112917253	112922748	1
chr2	112988480	112990948	1
chr2	112995892	113007849	1
chr2	113152195	113158817	1
chr2	113157209	113157771	3
chr2	113158694	113159425	1
chr2	113251720	113260758	1
chr2	113258783	113260758	11
chr2	113304589	113310393	1
chr2	113308443	113317151	1
chr2	113315487	113326479	1
chr2	113321943	113330335	1
chr2	113414699	113416523	1
chr2	113414699	113416929	1
chr2	114386127	114390637	2
chr2	114386127	114392707	1
chr2	114489161	114493435	1
chr2	114492163	114513121	1
chr2	114500269	114513121	1
chr2	114501290	114508145	1
chr2	114501290	114513121	2
chr2	114674461	114691963	1
chr2	114674461	114699936	1
chr2	114684922	114691963	1
chr2	114685002	114715141	1
chr2	114691856	114699809	1
chr2	114697536	114699936	1
chr2	118597551	118599777	1
chr2	118731484	118735606	1
chr2	120069198	120097937	1
chr2	120567413	120569999	2
chr2	120634899	120643458	2
chr2	120637300	120637365	1
chr2	120639362	120640199	2
chr2	120677645	120684242	1
chr2	120684174	120692534	1
chr2	120684174	120702816	2
chr2	120690000	120709705	1
chr2	120690000	120714653	1
chr2	120776653	120799686	1
chr2	120830754	120834892	1
chr2	120830754	120836157	8
chr2	120885264	120903865	5
chr2	120885264	120925083	1
chr2	120918457	120925083	1
chr2	121036191	121047333	1
chr2	121036194	121047333	3
chr2	121036194	121050885	1
chr2	121043450	121047333	2
chr2	121662061	121685042	2
chr2	121684937	121713006	1
chr2	122120748	122135225	1
chr2	122135075	122168545	1
chr2	122135075	122227536	1
chr2	122144698	122168545	1
chr2	122161947	122187753	1
