Chr	Start	End	pos_pairs_Chimeric.out.junction
chr19	5077378	5150461	12
chr19	5077378	5144913	4
chr19	5207933	5208402	1
chr19	5207933	5218543	7
chr19	5214372	5218543	8
chr19	5653126	5654467	3
chr19	5727279	5729955	7
chr19	5786478	5790346	6
chr19	5941632	5951607	6
chr19	5941632	5957984	2
chr19	6226988	6227113	4
chr19	6270590	6270770	5
chr19	6678383	6684661	8
chr19	6678383	6686913	4
chr19	6679136	6702590	5
chr19	6680169	6702590	5
chr19	6682153	6712634	3
chr19	6684399	6713326	9
chr19	6684999	6693498	5
chr19	6686757	6697805	7
chr19	6686757	6713326	3
chr19	6690640	6702590	5
chr19	6692935	6696670	7
chr19	6693423	6719414	7
chr19	6696390	6702590	7
chr19	6702138	6711207	5
chr19	6702138	6712417	9
chr19	6707087	6713520	3
chr19	6707477	6719414	3
chr19	6709695	6713326	8
chr19	6710998	6712634	7
chr19	6710998	6718423	6
chr19	6710998	6711207	4
chr19	6710998	6712417	6
chr19	6713200	6713520	2
chr19	6713200	6714457	7
chr19	6730998	6731293	4
chr19	6731484	6731945	2
chr19	6731484	6733312	4
chr19	6741021	6741136	3
chr19	6744565	6744711	7
chr19	7163043	7170762	3
chr19	7172301	7174742	4
chr19	7184327	7184648	5
chr19	7589847	7591812	6
chr19	7607447	7619609	5
chr19	7622054	7624037	5
chr19	7670112	7676472	3
chr19	7685732	7687547	7
chr19	7974948	7975457	3
chr19	8486673	8486900	6
chr19	8520289	8528570	4
chr19	8520289	8536311	8
chr19	8536210	8539128	3
chr19	8651006	8657754	9
chr19	8966650	8973616	8
chr19	8973549	8987334	6
chr19	8976260	8979252	5
chr19	8976581	8987334	6
chr19	8982157	8987334	8
chr19	8987045	8987334	5
chr19	8987045	9011494	2
chr19	8987210	8997185	3
chr19	8987210	9020157	4
chr19	8987210	9015385	3
chr19	8987210	9012898	5
chr19	8987210	8993545	6
chr19	8994142	9014704	1
chr19	8995635	9038415	7
chr19	8997118	9027281	5
chr19	8997412	9003360	2
chr19	9000147	9024998	1
chr19	9001831	9006766	3
chr19	9001831	9012898	2
chr19	9001831	9018561	1
chr19	9001831	9026315	2
chr19	9002153	9003690	2
chr19	9003293	9027281	1
chr19	9005194	9012535	4
chr19	9008173	9024496	1
chr19	9009663	9021128	6
chr19	9010648	9026315	2
chr19	9011322	9038136	2
chr19	9014532	9024496	1
chr19	9015318	9024998	1
chr19	9016660	9026315	1
chr19	9018512	9026265	1
chr19	9019275	9038415	3
chr19	9019985	9038136	1
chr19	9024134	9025658	3
chr19	9024134	9028396	6
chr19	9024134	9038415	1
chr19	9024134	9080555	5
chr19	9046952	9047377	1
chr19	9939268	9939550	2
chr19	10246412	10246963	3
chr19	10251781	10262221	6
chr19	10254442	10254663	3
chr19	10262074	10286294	3
chr19	10270334	10271094	2
chr19	10270334	10273424	9
chr19	10270334	10288043	8
chr19	10287968	10292753	3
chr19	10463110	10463774	5
chr19	10478731	10479094	2
chr19	10505904	10506019	3
chr19	10505904	10506879	6
chr19	10602253	10602938	3
chr19	10662721	10662797	4
chr19	10748320	10748991	7
chr19	10818176	10823716	5
chr19	10823629	10823716	5
chr19	10870414	10886582	7
chr19	10883155	10887892	5
chr19	10912964	10916643	3
chr19	11015627	11019883	6
chr19	11210899	11213462	5
chr19	11210899	11221447	7
chr19	11215896	11217363	7
chr19	11218068	11221447	4
chr19	11221328	11221447	4
chr19	11221328	11222315	4
chr19	11223954	11224125	5
chr19	11223954	11224438	3
chr19	11224211	11230909	11
chr19	11226770	11227674	2
chr19	11226770	11230909	6
chr19	11230768	11231198	5
chr19	11230768	11238761	8
chr19	11230768	11234020	7
chr19	11280553	11280924	5
chr19	11280553	11289396	6
chr19	11327590	11328067	5
chr19	11446123	11448136	8
chr19	11507920	11508273	3
chr19	11526613	11527733	6
chr19	11527288	11527733	4
chr19	11548697	11548945	6
chr19	11556204	11559803	10
chr19	11623871	11625036	7
chr19	12762967	12768369	4
chr19	12766508	12768369	7
chr19	12783661	12784130	4
chr19	12786831	12790736	7
chr19	12787922	12788025	4
chr19	12800186	12800444	6
chr19	12821435	12822427	5
chr19	12825635	12826553	8
chr19	12825635	12830150	4
chr19	12825861	12825983	4
chr19	12826219	12826553	3
chr19	13002085	13002336	5
chr19	13034965	13039271	10
chr19	13035263	13039661	7
chr19	13035453	13039271	6
chr19	13035453	13039661	4
chr19	13035718	13039661	7
chr19	13039156	13039271	3
chr19	13039569	13039661	4
chr19	13049948	13054443	5
chr19	13058991	13059366	4
chr19	13183861	13186485	6
chr19	13220195	13220498	3
chr19	13879375	13879862	6
chr19	13919650	13920034	5
chr19	13928030	13930306	8
chr19	14034146	14034624	4
chr19	14034146	14037403	7
chr19	14038706	14039001	6
chr19	14093999	14094082	6
chr19	14153265	14157430	5
chr19	14153265	14162785	1
chr19	14674794	14674909	2
chr19	14674794	14675670	3
chr19	14676014	14676102	2
chr19	15507961	15510221	3
chr19	16192723	16192856	1
chr19	16974491	16982209	7
chr19	17212470	17213367	5
chr19	17308601	17309117	4
chr19	17311102	17313692	7
chr19	17311448	17313692	5
chr19	17312735	17313692	2
chr19	17313651	17314067	4
chr19	17313651	17317185	5
chr19	17440934	17444363	6
chr19	17626982	17627089	4
chr19	17626982	17628659	6
chr19	17670120	17679522	3
chr19	17671157	17679522	4
chr19	17678215	17678349	4
chr19	17679318	17690418	4
chr19	17875184	17883550	3
chr19	18119520	18121538	3
chr19	18232495	18241512	4
chr19	18233483	18235584	11
chr19	18233483	18239268	4
chr19	18234390	18246651	7
chr19	18276970	18278116	4
chr19	18543783	18544023	6
chr19	18572388	18576728	3
chr19	18648411	18649243	7
chr19	18648411	18650530	3
chr19	18650181	18650530	4
chr19	18650181	18652805	7
chr19	18650361	18650530	8
chr19	18675679	18675831	3
chr19	18704875	18707859	6
chr19	18704875	18710656	1
chr19	18870818	18871038	4
chr19	18965410	18971247	9
chr19	18965933	18967109	8
chr19	18974247	18975060	5
chr19	19162431	19165130	5
chr19	19166600	19166737	5
chr19	19308916	19310043	4
chr19	19407798	19408153	3
chr19	19451655	19455735	3
chr19	19466073	19466200	4
chr19	19603115	19603521	3
chr19	19603115	19607028	8
chr19	19741280	19752860	5
chr19	19750894	19751380	3
chr19	19756456	19756599	5
chr19	19756683	19757156	3
chr19	19756683	19763529	5
chr19	19756683	19766262	8
chr19	19767656	19767725	2
chr19	22000690	22002023	1
chr19	22255611	22256366	1
chr19	30462100	30477324	5
chr19	33090610	33098738	7
chr19	33108495	33116872	4
chr19	33113328	33116872	6
chr19	33134029	33134537	1
chr19	33464090	33464208	3
chr19	33493153	33493906	3
chr19	33502585	33503630	4
chr19	33608731	33610023	6
chr19	33984196	34003682	7
chr19	34001934	34003682	3
chr19	34289573	34297912	6
chr19	34685383	34687668	5
chr19	34685383	34699956	2
chr19	34685383	34706566	10
chr19	34699834	34712643	7
chr19	34706029	34706566	2
chr19	34856165	34872424	6
chr19	34857250	34870467	4
chr19	34868408	34868786	5
chr19	34868408	34869910	4
chr19	34868408	34884971	6
chr19	34869839	34872424	6
chr19	34884819	34884971	6
chr19	34921481	34922836	5
chr19	34921481	34929671	5
chr19	34921481	34925873	4
chr19	34921481	34924317	2
chr19	34922766	34925873	1
chr19	34922766	34929671	6
chr19	34929550	34934816	4
chr19	34929550	34936026	5
chr19	34945165	34957919	3
chr19	34949674	34957919	2
chr19	35504160	35505291	3
chr19	35540194	35540420	3
chr19	35749848	35753595	9
chr19	35760484	35760906	6
chr19	36104770	36108095	3
chr19	36108189	36109097	4
chr19	36109471	36109951	3
chr19	36109471	36111025	7
chr19	36120422	36120575	3
chr19	36253154	36255837	3
chr19	36293870	36297498	1
chr19	36558730	36580208	7
chr19	36562458	36580208	12
chr19	36564244	36594883	7
chr19	36572335	36575646	10
chr19	36572335	36590519	7
chr19	36575555	36580208	4
chr19	36579940	36580208	6
chr19	36579940	36590519	7
chr19	36580087	36580208	2
chr19	36583591	36594883	8
chr19	36583591	36585066	6
chr19	36584933	36590519	7
chr19	36612429	36612620	6
chr19	39123241	39123318	3
chr19	39306497	39306995	4
chr19	39905979	39912928	7
chr19	39909374	39909643	7
chr19	39936522	39950600	7
chr19	39976827	39976931	4
chr19	40328351	40328483	5
chr19	40743876	40746017	3
chr19	40747845	40748594	2
chr19	40761065	40771258	4
chr19	40875815	40877780	14
chr19	41083137	41089623	7
chr19	41086230	41089623	9
chr19	41089304	41089623	3
chr19	41089304	41096759	8
chr19	41122795	41125398	3
chr19	41129509	41129987	5
chr19	41129509	41131914	6
chr19	41198856	41208598	5
chr19	41239065	41243674	8
chr19	41736872	41737203	2
chr19	41754419	41754725	6
chr19	41774128	41785081	10
chr19	41847788	41854360	6
chr19	42462438	42462535	5
chr19	42509875	42510962	6
chr19	42793040	42797011	7
chr19	42819145	42820713	5
chr19	42839187	42858176	9
chr19	42847629	42862459	6
chr19	42854300	42857279	10
chr19	42854300	42861133	3
chr19	42855581	42862459	9
chr19	42861556	42862459	5
chr19	43990418	43991275	6
chr19	44010871	44012212	6
chr19	44010871	44013016	7
chr19	44010871	44015718	6
chr19	44049970	44055839	6
chr19	44156377	44159725	3
chr19	44159591	44160792	7
chr19	44238541	44244370	9
chr19	44242274	44244370	7
chr19	44242274	44254899	9
chr19	44248924	44252204	9
chr19	45528587	45528995	7
chr19	45766371	45766625	4
chr19	45768098	45783992	5
chr19	45783632	45783992	6
chr19	45860528	45860957	3
chr19	45868300	45868416	2
chr19	45901263	45901597	3
chr19	45916935	45917292	4
chr19	45916935	45920155	8
chr19	45917221	45917292	4
chr19	46027099	46029261	2
chr19	46116799	46116929	4
chr19	46116799	46117958	4
chr19	46133209	46133304	5
chr19	46191645	46191824	6
chr19	46334642	46355793	6
chr19	46334642	46334846	3
chr19	46338336	46341873	9
chr19	46355570	46357498	7
chr19	46357433	46357765	5
chr19	47280468	47280662	4
chr19	47280468	47282165	8
chr19	47280468	47285806	10
chr19	47285640	47285806	4
chr19	47285640	47287816	2
chr19	47597227	47597337	6
chr19	47763578	47768203	3
chr19	47858296	47858607	5
chr19	47858296	47880463	4
chr19	47919909	47920607	8
chr19	47920061	47920607	4
chr19	48660271	48660397	5
chr19	48830778	48830880	4
chr19	48949642	48949759	4
chr19	49348627	49348873	9
chr19	49407604	49409142	5
chr19	49473803	49488862	8
chr19	49474185	49481259	10
chr19	49477470	49477596	4
chr19	49477470	49481414	8
chr19	49484787	49486094	4
chr19	49488718	49489292	7
chr19	49513033	49514567	6
chr19	49593548	49593777	4
chr19	50063191	50063949	4
chr19	50183129	50183845	2
chr19	50285014	50285981	6
chr19	50298887	50309034	6
chr19	50365628	50365720	4
chr19	50383536	50383659	3
chr19	50383536	50388015	10
chr19	50720872	50721028	7
chr19	50902108	50902741	7
chr19	50902628	50912158	3
chr19	50905035	50918247	8
chr19	50910240	50918247	10
chr19	52715939	52719916	5
chr19	54646665	54648068	6
chr19	54941060	54941783	3
chr19	55707890	55710280	5
chr19	55715150	55718567	5
chr19	55742142	55743036	4
chr19	55748011	55753856	8
chr19	55750773	55753007	8
chr19	55756488	55757046	8
chr19	55777254	55785990	4
chr19	55915656	55915846	2
chr19	56203120	56204403	7
chr19	58436991	58439415	4
chr19	58695288	58721439	4
chr19	58899504	58904854	3
chr19	58899504	58905962	3
chr19	58904343	58904854	5
chr19	58904343	58905962	3
chr19	59058743	59061227	9
chr19	59059853	59059959	4
chr19	59059853	59060143	3
chr19	59061104	59061402	4
chr19	59061316	59061402	5
chr19	59063422	59065603	5
chr19	59068054	59068157	5
chr2	247538	249844	6
chr2	3196185	3218019	6
chr2	3341788	3341920	6
chr2	7164500	7170346	5
chr2	8910800	8917022	4
chr2	9048751	9083393	6
chr2	9048751	9098771	4
chr2	9083316	9098771	3
chr2	9098626	9098771	4
chr2	9419446	9499018	10
chr2	9475222	9508648	5
chr2	9484661	9491024	5
chr2	9484661	9499018	8
chr2	9490937	9499018	5
chr2	9490937	9508648	6
chr2	9498885	9499018	4
chr2	9572640	9582105	8
chr2	9675963	9683414	6
chr2	10264844	10267347	1
chr2	10548688	10560261	6
chr2	10559860	10560261	6
chr2	10784446	10808849	7
chr2	10799298	10808849	7
chr2	11706606	11706782	3
chr2	11706606	11720958	5
chr2	11943033	11944697	4
chr2	11943033	11945282	6
chr2	15415608	15417225	8
chr2	15415608	15470889	3
chr2	15496427	15506817	3
chr2	15601325	15651474	5
chr2	15601325	15644337	6
chr2	15601325	15618413	9
chr2	15644269	15698758	5
chr2	15679347	15679480	4
chr2	15691617	15698758	4
chr2	15693550	15698758	3
chr2	15735269	15735677	4
chr2	15743316	15747437	3
chr2	15768762	15768963	3
chr2	20455794	20483247	4
chr2	20458004	20483247	2
chr2	20462954	20527139	7
chr2	20478344	20483247	6
chr2	20478344	20527139	10
chr2	20478344	20490551	7
chr2	20483104	20483247	6
chr2	20483104	20527139	4
chr2	20490413	20494279	2
chr2	20490413	20497439	7
chr2	20494137	20527139	3
chr2	20497314	20497439	3
chr2	20497314	20527139	4
chr2	20507739	20527139	11
chr2	20974570	20990158	6
chr2	21227141	21257773	7
chr2	21227141	21265348	6
chr2	21227433	21245914	7
chr2	21227952	21241985	6
chr2	21237320	21238132	8
chr2	21237320	21249836	6
chr2	21237945	21265348	5
chr2	21238242	21242777	6
chr2	21238242	21265348	4
chr2	21239311	21266423	7
chr2	21242595	21242777	5
chr2	21242595	21255453	3
chr2	21255226	21260983	5
chr2	21257688	21266423	7
chr2	21258456	21265348	5
chr2	21263810	21265348	1
chr2	24021008	24046439	5
chr2	24033186	24080373	2
chr2	24042617	24046439	3
chr2	24046128	24046439	7
chr2	24090705	24092631	3
chr2	24516557	24518673	1
chr2	24533358	24550984	7
chr2	25038366	25040710	10
chr2	25046078	25047405	5
chr2	25461999	25462084	4
chr2	25674417	25678363	9
chr2	25830105	25851253	5
chr2	25972565	25994409	5
chr2	25990452	25994409	8
chr2	26416446	26420646	4
chr2	26453060	26462011	4
chr2	26453060	26457223	8
chr2	26455028	26462011	4
chr2	26486248	26500028	2
chr2	26492821	26500028	1
chr2	26492821	26508439	8
chr2	26496519	26500028	1
chr2	26501482	26502183	3
chr2	26587170	26606215	9
chr2	26587170	26598016	9
chr2	26587170	26596497	5
chr2	26587170	26590088	1
chr2	26587170	26587808	7
chr2	27256935	27258920	8
chr2	27256935	27262032	4
chr2	27259945	27260046	6
chr2	27261014	27262032	5
chr2	27355471	27355791	8
chr2	27424856	27425748	6
chr2	27426101	27426735	7
chr2	27438189	27438621	3
chr2	27445387	27463229	8
chr2	27447213	27449830	7
chr2	27550904	27552390	7
chr2	27590892	27591006	5
chr2	27883851	27884255	9
chr2	28804935	28805372	7
chr2	28808628	28824199	7
chr2	29356521	29368233	7
chr2	32323865	32367015	9
chr2	32323865	32370076	7
chr2	32396356	32400430	2
chr2	32399132	32400430	5
chr2	32399132	32409407	5
chr2	32431955	32434630	3
chr2	32605221	32631625	5
chr2	32605221	32679010	6
chr2	32613818	32661252	3
chr2	32617107	32620661	6
chr2	32631567	32706521	8
chr2	32639837	32641231	6
chr2	32654214	32667523	5
chr2	32654214	32679010	4
chr2	32660564	32716625	14
chr2	32661121	32715218	6
chr2	32661121	32718734	6
chr2	32664576	32756618	5
chr2	32667392	32679010	7
chr2	32668559	32730272	14
chr2	32670589	32707650	4
chr2	32670589	32730272	7
chr2	32673863	32735061	3
chr2	32678876	32730272	7
chr2	32678876	32754891	7
chr2	32688262	32756618	8
chr2	32688262	32716625	10
chr2	32688262	32701412	7
chr2	32690133	32701412	7
chr2	32690133	32702651	3
chr2	32690133	32713781	9
chr2	32690133	32756618	3
chr2	32695236	32730272	10
chr2	32703703	32718734	4
chr2	32703703	32756618	11
chr2	32703703	32750695	7
chr2	32703703	32735701	3
chr2	32703703	32733326	1
chr2	32703703	32727958	7
chr2	32703703	32715218	8
chr2	32703703	32713781	5
chr2	32703703	32706521	6
chr2	32703703	32704685	6
chr2	32706388	32730272	6
chr2	32712714	32713781	3
chr2	32716492	32718734	1
chr2	32716492	32740837	8
chr2	32728109	32730272	2
chr2	32730072	32730272	7
chr2	36623757	36623930	1
chr2	36623757	36668643	8
chr2	36623757	36691798	7
chr2	36623757	36706837	4
chr2	36668401	36668643	4
chr2	36668401	36669878	5
chr2	36668401	36691798	7
chr2	36691677	36691798	2
chr2	36691677	36706837	5
chr2	36704032	36706837	4
chr2	36704032	36726490	7
chr2	36706640	36706837	2
chr2	36744470	36744685	5
chr2	36744470	36749456	5
chr2	37078143	37078250	5
chr2	37227729	37227956	3
chr2	37259772	37276986	7
chr2	37259772	37296073	6
chr2	37276796	37296073	6
chr2	37501564	37518142	6
chr2	37513320	37513512	8
chr2	38545677	38546161	3
chr2	38812786	38818790	7
chr2	38818672	38818790	1
chr2	38975721	38976488	5
chr2	38976671	38977336	4
chr2	39064973	39081320	6
chr2	39526884	39535146	2
chr2	39559058	39564722	4
chr2	39559058	39605264	6
chr2	39982435	39988558	8
chr2	39983029	39998780	5
chr2	42483641	42531691	6
chr2	42490318	42531691	5
chr2	42491846	42531691	3
chr2	42509963	42531691	6
chr2	42511774	42531691	4
chr2	42513409	42515462	4
chr2	42513409	42531691	7
chr2	42522265	42531691	8
chr2	42543102	42544664	6
chr2	42797577	42806340	5
chr2	42797577	42836724	6
chr2	42867313	42887002	5
chr2	42909541	42936236	6
chr2	43514047	43518907	2
chr2	43514047	43520352	11
chr2	43625110	43625278	3
chr2	43655239	43657441	6
chr2	44055122	44059222	6
chr2	44170826	44177739	5
chr2	44170826	44204191	6
chr2	44187680	44202356	6
chr2	44187680	44190845	2
chr2	44200746	44202356	5
chr2	44200746	44204191	7
chr2	44428325	44436466	4
chr2	45640253	45647033	4
chr2	45773871	45778421	9
chr2	45773871	45780869	7
chr2	45773871	45789895	10
chr2	46819614	46842324	3
chr2	48061718	48062010	5
chr2	48065998	48066908	6
chr2	54096513	54096675	6
chr2	54119945	54120936	4
chr2	55209651	55214834	9
chr2	55214627	55214834	2
chr2	55252222	55255356	4
chr2	55476531	55491001	6
chr2	55582715	55602019	4
chr2	55873394	55913579	3
chr2	55873550	55913579	5
chr2	56104881	56105000	2
chr2	58449077	58449177	5
chr2	58449077	58453919	3
chr2	58449077	58459247	3
chr2	61009020	61014755	6
chr2	61014082	61019424	6
chr2	61233692	61236150	4
chr2	61441195	61447592	7
chr2	61456683	61459667	8
chr2	61462980	61463524	3
chr2	61508225	61576021	4
chr2	61597456	61597714	7
chr2	61597456	61633263	8
chr2	61712903	61717911	9
chr2	61715300	61717911	2
chr2	61717777	61726048	6
chr2	61725808	61726048	7
chr2	61749746	61753656	7
chr2	61749746	61761038	4
chr2	63206323	63223901	6
chr2	63660879	63667005	7
chr2	64139479	64148469	7
chr2	64141316	64144097	4
chr2	64189192	64211153	6
chr2	64778577	64780543	4
chr2	65473658	65482828	4
chr2	69304540	69318051	5
chr2	69565030	69573131	3
chr2	69573036	69583689	10
chr2	69575303	69590802	5
chr2	69585461	69590802	7
chr2	70031665	70039841	6
chr2	70486492	70488518	6
chr2	71575883	71577401	3
chr2	72562076	72562149	5
chr2	72958136	72960247	7
chr2	73195577	73198814	6
chr2	73195577	73228707	9
chr2	73195577	73285725	9
chr2	73215387	73228707	9
chr2	73215387	73285725	7
chr2	73247368	73250343	1
chr2	73471672	73477566	8
chr2	73716761	73718625	10
chr2	74057972	74087278	3
chr2	74394141	74399879	3
chr2	74595855	74605372	3
chr2	74604559	74605372	8
chr2	74655975	74656069	2
chr2	74708350	74708499	4
chr2	74746167	74747161	6
chr2	75094763	75109366	5
chr2	75101393	75109366	4
chr2	75104293	75109366	3
chr2	75745182	75749613	4
chr2	84668171	84676876	8
chr2	85097349	85097909	5
chr2	85270687	85276771	8
chr2	85573098	85577364	5
chr2	85595809	85598685	5
chr2	85625143	85626408	5
chr2	85766101	85766501	4
chr2	85778048	85782713	10
chr2	85782607	85783383	5
chr2	85823642	85823772	2
chr2	85828144	85828230	3
chr2	85864492	85872206	4
chr2	86071519	86075327	2
chr2	86352118	86360379	8
chr2	86354284	86355114	2
chr2	86359441	86360559	7
chr2	88016131	88032140	1
chr2	88885359	88890570	4
chr2	95766219	95767468	6
chr2	96860696	96861287	8
chr2	96940995	96952222	11
chr2	96943975	96944096	5
chr2	96944547	96949451	5
chr2	96954965	96955734	13
chr2	96954965	96967454	4
chr2	96954965	96969068	6
chr2	97024783	97030329	7
chr2	97527316	97527386	5
chr2	97541619	97613639	13
chr2	97541619	97586999	10
chr2	97541619	97559788	4
chr2	97541619	97543779	11
chr2	97541619	97542045	10
chr2	97541619	97544230	13
chr2	97817616	97833504	1
chr2	97818241	97820478	1
chr2	97823844	97830206	1
chr2	98274406	98275940	7
chr2	99160340	99193606	6
chr2	99169249	99180100	5
chr2	99169249	99185131	11
chr2	99342702	99343030	5
chr2	100022372	100081447	7
chr2	100022787	100035409	6
chr2	100055063	100081447	4
chr2	100058779	100081447	3
chr2	100078958	100081447	4
chr2	101521195	101554304	8
chr2	101554215	101587536	6
chr2	101584743	101587536	5
chr2	101587452	101587536	4
chr2	101622421	101622533	2
chr2	101643845	101646238	4
chr2	101643845	101650220	6
chr2	101644510	101676001	7
chr2	101666863	101676001	6
chr2	101874253	101879153	7
chr2	101879001	101879153	6
chr2	101879001	101885598	6
chr2	101898321	101911643	8
chr2	105885729	105897180	9
chr2	105885729	105915162	6
chr2	106729102	106782539	5
chr2	106739426	106780166	2
chr2	106739426	106782539	5
chr2	106739426	106746234	4
chr2	106739426	106739547	4
chr2	106746130	106782539	3
chr2	106761646	106761826	4
chr2	106761646	106774574	6
chr2	106761646	106781240	5
chr2	106761646	106782539	3
chr2	109102287	109109246	3
chr2	109288781	109289485	7
chr2	110321943	110350696	6
chr2	110332158	110350696	5
chr2	110342703	110350696	2
chr2	110673529	110674233	1
chr2	112539946	112622528	3
chr2	112551655	112573218	2
chr2	112560005	112620175	3
chr2	112561025	112620175	2
chr2	112566524	112580177	2
chr2	112566524	112605442	3
chr2	112572947	112620175	1
chr2	112596015	112622528	7
chr2	112614373	112620175	3
chr2	112702537	112705144	2
chr2	112821739	112838695	3
chr2	113243494	113278002	9
chr2	114346127	114346280	4
chr2	114353958	114354159	3
chr2	114390492	114392707	3
chr2	114486978	114493435	5
chr2	114512742	114513121	4
chr2	114688878	114691963	7
chr2	118582145	118586581	7
chr2	120677645	120692534	4
chr2	120684174	120692534	9
chr2	122104614	122106294	5
chr2	122144698	122216551	6
chr2	122161947	122209425	6
chr2	122215263	122216551	4
chr2	122215263	122218769	1
chr2	122260743	122287901	7
chr2	122363277	122363756	5
chr2	128047265	128047400	3
chr2	128520636	128528578	10
chr2	128628823	128631846	5
chr2	128707734	128754065	6
chr2	128735559	128747440	3
chr2	128747138	128747440	4
chr2	128747138	128754065	5
chr2	128747138	128767967	4
chr2	128750761	128754065	1
chr2	128757315	128758028	7
chr2	128772377	128774121	5
chr2	128855003	128867320	1
chr2	128922304	128928858	2
chr2	128922304	128939864	3
chr2	131128772	131130056	6
chr2	131688525	131704208	8
chr2	131704082	131704208	5
chr2	131878507	131897848	5
chr2	131883326	131897848	4
chr2	131884257	131897848	5
chr2	131888294	131897848	2
chr2	131890475	131897848	4
chr2	131897740	131897848	4
chr2	133618065	133626547	3
chr2	135694411	135700244	2
chr2	135696572	135705469	8
chr2	135700182	135703716	9
chr2	135703671	135705469	4
chr2	135848568	135851263	5
chr2	135870721	135884226	10
chr2	135878389	135881816	7
chr2	135883751	135884226	4
chr2	136103120	136107785	4
chr2	136396309	136409602	6
chr2	136432902	136433056	3
chr2	136432902	136437894	4
chr2	136467003	136467801	1
chr2	136505837	136519481	10
chr2	136505837	136533921	6
chr2	144966170	144969146	2
chr2	148709942	148739650	8
chr2	148730308	148733544	1
chr2	149240679	149243519	6
chr2	150426147	150436162	14
chr2	153399253	153431758	4
chr2	153399253	153475672	3
chr2	153591508	153591640	3
chr2	157367308	157414094	8
chr2	157406120	157414094	2
chr2	158617392	158675071	6
chr2	158655939	158675071	4
chr2	159459582	159477933	4
chr2	159488265	159497271	6
chr2	159922408	159954346	3
chr2	159922408	160007067	7
chr2	159922408	160043535	4
chr2	159954149	160007067	4
chr2	159992705	160007067	5
chr2	160019794	160020057	5
chr2	160025761	160027316	6
chr2	160028632	160051004	9
chr2	165404170	165404326	4
chr2	165578585	165586625	2
chr2	165600197	165600385	2
chr2	166755196	166781188	6
chr2	169404106	169417832	4
chr2	169547544	169551561	3
chr2	169547544	169574488	7
chr2	169547544	169622855	8
chr2	170393737	170413807	3
chr2	170460152	170471234	2
chr2	170911970	170917953	8
chr2	171806714	171807968	7
chr2	171807838	171813069	6
chr2	171811160	171813069	4
chr2	171811160	171819456	3
chr2	172309634	172314585	4
chr2	173423436	173427019	8
chr2	173433469	173457776	6
chr2	173433469	173460751	3
chr2	173435454	173460751	4
chr2	174819601	174820960	2
chr2	174987908	175006728	6
chr2	175779786	175816930	5
chr2	175945388	175976382	6
chr2	175945388	175986268	4
chr2	175962172	176015886	8
chr2	175976296	175986268	4
chr2	177161588	177193113	4
chr2	177161588	177193640	1
chr2	178326621	178333252	2
chr2	178346787	178372759	9
chr2	180014024	180041265	5
chr2	180815239	180838529	9
chr2	180837920	180838529	2
chr2	183826887	183832089	6
chr2	183993015	183995273	5
chr2	187466748	187466878	3
chr2	187466748	187501836	6
chr2	190315629	190316621	3
chr2	190571664	190597955	5
chr2	190606068	190609514	4
chr2	191375087	191383909	7
chr2	191379179	191383909	6
chr2	191523884	191537878	4
chr2	191789269	191792208	6
chr2	196544756	196548630	3
chr2	196544756	196593073	3
chr2	196571340	196571509	6
chr2	196571340	196583056	8
chr2	196571340	196593073	12
chr2	196581361	196583056	6
chr2	196582976	196583056	4
chr2	197157289	197172809	7
chr2	198358048	198360100	2
chr2	198360018	198360100	1
chr2	200213424	200298237	2
chr2	200245087	200246543	2
chr2	200298061	200298237	5
chr2	201369471	201371814	9
chr2	201462120	201499638	9
chr2	201462120	201526354	9
chr2	201462120	201521660	8
chr2	201462120	201515924	4
chr2	201462120	201501767	6
chr2	201462120	201480786	7
chr2	201462120	201467068	5
chr2	201462120	201462228	4
chr2	201480694	201533526	3
chr2	201719339	201719809	8
chr2	201721405	201721708	5
chr2	202603393	202611471	2
chr2	203329532	203332412	8
chr2	203378442	203379702	5
chr2	203949186	203972911	7
chr2	203986977	203995199	6
chr2	203986977	204032083	3
chr2	204000400	204003471	5
chr2	204154488	204157049	10
chr2	206305094	206305396	4
chr2	207006665	207018406	8
chr2	207011627	207018406	5
chr2	207161970	207162097	3
chr2	208589524	208607066	4
chr2	208841375	208842310	6
chr2	209150450	209153542	3
chr2	210968828	211019335	5
chr2	211018219	211019335	11
chr2	211456555	211457680	3
chr2	211456555	211512781	8
chr2	211464096	211465436	7
chr2	211464096	211507389	6
chr2	211469826	211513264	9
chr2	211481147	211527921	7
chr2	211502426	211513264	5
chr2	211507208	211540564	12
chr2	214174783	214215369	6
chr2	215609791	215646233	6
chr2	215617171	215634036	5
chr2	215617171	215657169	6
chr2	215617171	215661841	5
chr2	215632206	215634036	4
chr2	215632206	215646233	8
chr2	215632206	215657169	3
chr2	215632206	215661841	6
chr2	215645284	215657169	7
chr2	215657021	215657169	7
chr2	216177221	216184454	3
chr2	216189964	216197230	3
chr2	216189964	216198180	7
chr2	216190710	216190861	4
chr2	216191545	216203630	6
chr2	216230228	216288249	6
chr2	216236632	216253024	5
chr2	216238045	216289048	6
chr2	216271850	216272920	3
chr2	216274286	216288249	6
chr2	216274657	216286966	4
chr2	216274657	216298184	6
chr2	216274657	216295575	9
chr2	216274657	216290008	7
chr2	216274657	216289048	9
chr2	216279560	216284108	6
chr2	216285396	216290008	5
chr2	216288869	216298184	5
chr2	217329320	217340174	9
